exam,year,session,date,shift,paper,paper_number,language,pdf_type,answer_key_file,question_paper_file,local_path,page_count,file_size
JEE_ADVANCED,2023,,,,Paper 2,2,English,Question Paper,,2023\Paper-2\Question-Paper\JEE_Advanced_2023_Paper-2_English.pdf,2023\Paper-2\Question-Paper\JEE_Advanced_2023_Paper-2_English.pdf,31,2021375
JEE_ADVANCED,2023,,,,Paper 2,2,Hindi,Question Paper,,2023\Paper-2\Question-Paper\JEE_Advanced_2023_Paper-2_Hindi.pdf,2023\Paper-2\Question-Paper\JEE_Advanced_2023_Paper-2_Hindi.pdf,32,2489112
JEE_ADVANCED,2024,,,,Paper 1,1,English,Question Paper,,2024\Paper-1\Question-Paper\JEE_Advanced_2024_Paper-1_English.pdf,2024\Paper-1\Question-Paper\JEE_Advanced_2024_Paper-1_English.pdf,30,1835204
JEE_ADVANCED,2024,,,,Paper 1,1,Hindi,Question Paper,,2024\Paper-1\Question-Paper\JEE_Advanced_2024_Paper-1_Hindi.pdf,2024\Paper-1\Question-Paper\JEE_Advanced_2024_Paper-1_Hindi.pdf,34,4713952
JEE_ADVANCED,2024,,,,Paper 2,2,English,Question Paper,,2024\Paper-2\Question-Paper\JEE_Advanced_2024_Paper-2_English.pdf,2024\Paper-2\Question-Paper\JEE_Advanced_2024_Paper-2_English.pdf,26,5807895
JEE_ADVANCED,2024,,,,Paper 2,2,Hindi,Question Paper,,2024\Paper-2\Question-Paper\JEE_Advanced_2024_Paper-2_Hindi.pdf,2024\Paper-2\Question-Paper\JEE_Advanced_2024_Paper-2_Hindi.pdf,26,8437372
JEE_ADVANCED,2025,,,,Paper 1,1,English,Question Paper,,2025\Paper-1\Question-Paper\JEE_Advanced_2025_Paper-1_English.pdf,2025\Paper-1\Question-Paper\JEE_Advanced_2025_Paper-1_English.pdf,31,5260166
JEE_ADVANCED,2025,,,,Paper 1,1,Hindi,Question Paper,,2025\Paper-1\Question-Paper\JEE_Advanced_2025_Paper-1_Hindi.pdf,2025\Paper-1\Question-Paper\JEE_Advanced_2025_Paper-1_Hindi.pdf,36,4900829
JEE_ADVANCED,2025,,,,Paper 2,2,English,Question Paper,,2025\Paper-2\Question-Paper\JEE_Advanced_2025_Paper-2_English.pdf,2025\Paper-2\Question-Paper\JEE_Advanced_2025_Paper-2_English.pdf,21,4138409
JEE_ADVANCED,2025,,,,Paper 2,2,Hindi,Question Paper,,2025\Paper-2\Question-Paper\JEE_Advanced_2025_Paper-2_Hindi.pdf,2025\Paper-2\Question-Paper\JEE_Advanced_2025_Paper-2_Hindi.pdf,24,2072664
JEE_ADVANCED,2026,,,,Paper 1,1,Bilingual,Final Answer Key,2026\Paper-1\Answer-Key\JEE_Advanced_2026_Paper-1_Final-Answer-Key.pdf,,2026\Paper-1\Answer-Key\JEE_Advanced_2026_Paper-1_Final-Answer-Key.pdf,35,2360177
JEE_ADVANCED,2026,,,,Paper 1,1,Bilingual,Provisional Answer Key,2026\Paper-1\Answer-Key\JEE_Advanced_2026_Paper-1_Provisional-Answer-Key.pdf,,2026\Paper-1\Answer-Key\JEE_Advanced_2026_Paper-1_Provisional-Answer-Key.pdf,35,1399676
JEE_ADVANCED,2026,,,,Paper 1,1,English,Question Paper,,2026\Paper-1\Question-Paper\JEE_Advanced_2026_Paper-1_English.pdf,2026\Paper-1\Question-Paper\JEE_Advanced_2026_Paper-1_English.pdf,34,3245288
JEE_ADVANCED,2026,,,,Paper 1,1,Hindi,Question Paper,,2026\Paper-1\Question-Paper\JEE_Advanced_2026_Paper-1_Hindi.pdf,2026\Paper-1\Question-Paper\JEE_Advanced_2026_Paper-1_Hindi.pdf,38,3584736
JEE_ADVANCED,2026,,,,Paper 2,2,Bilingual,Final Answer Key,2026\Paper-2\Answer-Key\JEE_Advanced_2026_Paper-2_Final-Answer-Key.pdf,,2026\Paper-2\Answer-Key\JEE_Advanced_2026_Paper-2_Final-Answer-Key.pdf,30,2519342
JEE_ADVANCED,2026,,,,Paper 2,2,Bilingual,Provisional Answer Key,2026\Paper-2\Answer-Key\JEE_Advanced_2026_Paper-2_Provisional-Answer-Key.pdf,,2026\Paper-2\Answer-Key\JEE_Advanced_2026_Paper-2_Provisional-Answer-Key.pdf,30,1227363
JEE_ADVANCED,2026,,,,Paper 2,2,English,Question Paper,,2026\Paper-2\Question-Paper\JEE_Advanced_2026_Paper-2_English.pdf,2026\Paper-2\Question-Paper\JEE_Advanced_2026_Paper-2_English.pdf,29,2679043
JEE_ADVANCED,2026,,,,Paper 2,2,Hindi,Question Paper,,2026\Paper-2\Question-Paper\JEE_Advanced_2026_Paper-2_Hindi.pdf,2026\Paper-2\Question-Paper\JEE_Advanced_2026_Paper-2_Hindi.pdf,32,2839774
JEE_ADVANCED,Unknown,,,,AAT,AAT,Bilingual,Question Paper,,AAT\JEE_Advanced_2016_AAT_Question-Paper.pdf,AAT\JEE_Advanced_2016_AAT_Question-Paper.pdf,20,4926171
JEE_ADVANCED,Unknown,,,,AAT,AAT,Bilingual,Question Paper,,AAT\JEE_Advanced_2017_AAT_Question-Paper.pdf,AAT\JEE_Advanced_2017_AAT_Question-Paper.pdf,24,5607656
JEE_ADVANCED,Unknown,,,,AAT,AAT,Bilingual,Question Paper,,AAT\JEE_Advanced_2018_AAT_Question-Paper.pdf,AAT\JEE_Advanced_2018_AAT_Question-Paper.pdf,24,4300487
JEE_ADVANCED,Unknown,,,,AAT,AAT,Bilingual,Question Paper,,AAT\JEE_Advanced_2019_AAT_Question-Paper.pdf,AAT\JEE_Advanced_2019_AAT_Question-Paper.pdf,24,25427010
JEE_ADVANCED,Unknown,,,,AAT,AAT,Bilingual,Question Paper,,AAT\JEE_Advanced_2020_AAT_Question-Paper.pdf,AAT\JEE_Advanced_2020_AAT_Question-Paper.pdf,28,3278800
JEE_ADVANCED,Unknown,,,,AAT,AAT,Bilingual,Question Paper,,AAT\JEE_Advanced_2021_AAT_Question-Paper.pdf,AAT\JEE_Advanced_2021_AAT_Question-Paper.pdf,32,1539007
JEE_ADVANCED,Unknown,,,,AAT,AAT,Bilingual,Question Paper,,AAT\JEE_Advanced_2022_AAT_Question-Paper.pdf,AAT\JEE_Advanced_2022_AAT_Question-Paper.pdf,23,2136302
JEE_ADVANCED,Unknown,,,,AAT,AAT,Bilingual,Question Paper,,AAT\JEE_Advanced_2023_AAT_Question-Paper.pdf,AAT\JEE_Advanced_2023_AAT_Question-Paper.pdf,28,3940172
JEE_ADVANCED,Unknown,,,,AAT,AAT,Bilingual,Question Paper,,AAT\JEE_Advanced_2024_AAT_Question-Paper.pdf,AAT\JEE_Advanced_2024_AAT_Question-Paper.pdf,28,2672896
JEE_ADVANCED,Unknown,,,,AAT,AAT,Bilingual,Question Paper,,AAT\JEE_Advanced_2025_AAT_Question-Paper.pdf,AAT\JEE_Advanced_2025_AAT_Question-Paper.pdf,28,4010682
